Temperature,Humidity,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density
22.2,69.7,21.7,25.0,9.2,1.15,12.5,595
22.9,86.5,6.6,25.5,10.1,1.45,5.1,458
27.3,62.8,5.1,14.2,2.7,1.02,10.6,538
22.8,55.7,12.2,17.5,2.9,0.97,11.8,563
28.4,48.0,17.7,15.1,7.6,1.06,16.4,334
34.5,72.1,38.3,22.8,18.3,1.43,6.3,577
35.0,99.0,37.8,50.0,16.0,2.66,2.5,586
31.7,52.4,22.0,32.4,13.3,1.52,7.3,460
34.8,61.8,15.5,23.5,9.6,1.47,6.0,404
29.4,42.7,7.8,19.1,4.5,0.84,13.4,228
27.5,56.7,15.8,18.5,0.8,1.09,18.1,406
18.5,51.6,6.4,26.3,8.3,1.17,10.6,215
33.7,88.9,19.0,23.8,-0.3,1.7,8.3,405
19.8,54.8,17.5,24.3,14.5,1.52,5.6,637
31.6,68.2,14.1,20.2,8.8,1.56,5.2,423
30.9,70.6,40.2,24.4,12.7,1.34,10.7,393
20.5,47.4,6.6,17.7,6.6,1.08,13.2,427
26.0,64.3,38.3,33.3,14.4,1.48,7.0,359
25.4,59.3,8.4,11.9,4.3,0.9,10.4,465
27.2,51.0,8.7,11.4,6.1,1.01,10.2,469
28.9,109.5,21.7,62.1,13.5,2.35,2.7,678
38.9,80.0,66.4,42.4,23.0,2.19,5.6,695
25.8,62.6,16.7,10.0,6.6,1.01,15.8,413
21.6,46.5,15.7,21.8,7.8,1.03,15.0,602
28.4,80.6,11.7,14.7,4.8,0.76,10.6,366
35.3,86.1,37.9,27.8,17.2,1.91,5.5,568
40.3,81.9,17.8,37.5,17.1,2.05,4.3,444
31.6,61.2,8.6,15.3,5.1,0.97,10.2,501
32.2,58.7,15.0,33.9,7.3,1.64,6.8,516
25.8,68.6,26.0,25.7,5.7,0.81,10.2,351
39.3,79.9,23.6,54.1,30.2,2.54,5.2,733
35.7,53.1,52.7,26.4,6.1,1.51,6.9,659
30.9,56.8,19.2,28.4,5.4,1.82,5.9,567
28.2,62.7,7.5,17.4,4.7,0.87,12.0,528
24.8,76.1,9.4,15.0,1.9,0.86,10.8,458
26.7,56.9,10.7,17.3,5.7,0.83,10.9,257
28.5,81.2,16.4,22.1,11.3,1.52,5.7,391
29.3,52.3,31.6,25.6,7.0,1.68,6.5,508
23.8,76.4,7.2,20.3,7.5,1.03,11.3,280
26.1,76.9,15.5,24.2,9.9,1.19,6.5,299
27.8,78.1,19.8,26.7,10.7,1.28,9.3,376
35.5,95.0,52.5,24.3,13.6,2.34,4.3,478
29.2,65.3,34.2,22.6,6.0,1.11,16.0,334
30.1,83.5,15.6,23.6,18.2,1.73,14.0,676
24.6,89.2,16.2,32.0,2.6,1.83,3.9,480
27.4,36.0,16.7,22.2,2.5,1.04,11.1,407
33.2,84.3,127.3,34.7,11.8,2.29,3.8,586
25.6,58.3,-0.2,25.3,4.5,0.98,10.0,536
27.5,62.3,6.0,14.1,5.6,1.04,10.9,533
21.9,71.2,10.4,17.1,3.8,0.95,10.4,208
49.5,99.9,26.1,28.8,17.1,1.8,4.8,755
25.5,59.8,13.1,16.4,2.6,1.05,13.0,244
28.4,67.9,13.0,14.2,5.7,1.0,12.7,247
19.0,77.1,11.1,14.2,1.7,1.0,13.8,199
20.9,42.5,5.2,13.0,5.8,1.01,10.7,297
31.6,55.9,30.6,22.9,8.2,1.46,6.4,581
25.8,78.2,20.2,23.3,6.6,1.01,18.8,576
18.8,77.7,15.8,20.0,5.6,1.09,11.2,409
29.5,69.8,21.1,27.6,18.9,1.82,3.6,694
34.7,77.0,26.5,19.8,21.3,2.12,5.2,633
54.6,90.7,62.9,30.1,11.5,2.74,3.7,617
33.2,76.0,87.1,27.7,13.1,1.36,9.0,679
28.0,90.3,58.2,41.2,7.9,2.06,5.1,662
18.9,44.5,2.7,14.5,1.5,0.92,11.5,590
49.8,79.2,82.7,50.3,20.6,1.91,5.2,617
24.2,55.9,10.9,17.2,7.2,0.96,14.8,497
29.6,44.0,10.2,22.3,7.5,1.11,10.2,484
27.8,76.1,10.1,39.1,4.5,1.97,5.6,479
33.0,101.7,27.1,39.6,14.3,2.87,10.1,908
36.2,83.2,75.6,28.3,12.1,2.28,8.0,732
38.7,71.8,20.3,54.4,9.9,2.99,8.6,625
20.2,54.7,33.6,21.1,6.7,1.06,10.4,598
36.3,54.9,75.5,25.3,13.4,1.29,6.1,413
38.4,70.3,13.2,29.4,10.6,1.74,6.3,406
41.0,80.9,56.5,43.4,23.8,2.95,8.4,556
27.4,64.7,32.4,12.8,1.9,1.08,17.2,403
28.7,60.5,16.3,23.6,3.1,1.09,13.3,454
43.7,84.2,21.4,34.1,23.9,2.01,4.5,615
24.6,49.7,26.5,16.4,7.9,1.22,11.2,236
24.4,79.0,10.3,28.1,4.6,1.49,5.7,473
40.1,88.5,13.3,35.7,18.2,2.2,6.6,453
35.8,69.6,10.5,24.4,10.9,1.66,10.9,455
44.6,79.9,25.3,28.7,29.2,1.74,4.1,756
25.7,46.4,5.7,24.6,8.5,0.92,11.1,494
24.3,78.7,20.4,23.6,3.8,0.92,11.1,348
23.1,72.0,7.5,13.9,8.1,0.95,10.2,310
26.4,64.0,31.6,32.1,12.5,1.64,10.0,589
35.9,49.6,26.0,20.0,8.4,1.57,5.0,361
28.8,41.3,6.5,14.9,1.4,0.87,10.4,511
27.8,61.2,24.1,10.6,6.8,1.19,11.1,365
26.2,55.8,21.6,23.5,6.1,1.08,11.0,535
28.2,73.2,39.6,23.7,1.3,1.46,5.7,563
33.1,80.3,8.1,29.5,16.8,1.37,5.3,584
24.4,54.0,5.3,27.9,5.3,1.05,10.6,431
29.4,60.4,14.9,11.2,2.4,1.03,11.2,363
21.4,78.9,6.7,13.1,1.9,1.02,10.7,579
32.2,79.5,54.7,20.3,9.3,1.67,8.5,448
29.7,61.4,31.4,30.6,17.0,1.42,5.2,396
24.6,46.5,9.2,18.4,3.8,1.09,10.2,296
31.8,90.8,19.1,35.1,8.3,2.1,4.2,513
36.9,83.1,34.8,52.1,1.5,2.89,3.3,648
26.8,71.2,22.8,20.4,14.0,1.54,6.2,367
25.6,72.6,10.6,16.8,7.8,0.9,16.8,376
33.5,90.8,14.0,31.1,9.1,1.77,6.9,672
18.8,75.9,18.4,13.9,5.8,0.76,11.4,557
43.1,102.6,30.7,37.0,33.2,2.36,4.9,782
32.6,83.8,13.0,30.8,12.2,1.73,7.2,363
35.4,81.5,17.8,37.6,11.7,1.9,3.6,488
33.1,57.8,33.0,28.3,9.2,1.38,5.2,642
34.7,85.0,14.2,29.5,13.2,1.41,5.1,608
33.4,88.2,91.6,40.3,15.0,1.83,5.5,656
25.5,65.8,24.1,15.0,4.1,1.03,10.6,543
27.7,71.7,43.9,21.7,8.0,1.6,8.2,385
26.3,47.2,5.5,24.7,0.7,1.08,10.7,368
25.9,78.2,22.1,34.8,7.8,1.63,9.6,379
41.4,82.2,89.8,35.1,13.3,2.84,4.1,620
33.9,75.6,20.9,32.1,20.4,2.36,3.4,511
21.7,42.0,5.8,27.7,3.2,0.87,12.4,248
25.1,47.4,6.0,24.0,8.4,1.0,10.9,265
32.4,80.6,41.8,25.5,8.1,1.37,5.6,631
22.9,63.8,9.4,16.7,0.4,0.98,10.7,593
30.4,102.2,30.2,35.0,19.3,1.93,5.5,758
25.6,57.4,6.4,12.2,5.0,1.19,18.9,392
24.0,39.1,14.0,14.8,2.0,1.02,10.1,242
33.1,91.3,24.3,32.0,23.6,2.28,4.2,587
21.8,71.2,21.4,20.4,8.4,0.92,11.5,311
40.6,80.7,14.6,41.7,21.3,1.92,4.5,469
25.8,54.6,7.6,13.6,5.8,1.04,12.1,401
28.8,79.7,20.2,23.1,6.5,1.48,7.5,350
31.3,64.4,6.9,26.4,5.0,0.97,10.6,315
27.6,49.0,9.8,25.1,6.3,1.0,11.1,208
24.4,79.8,29.8,19.6,6.9,1.47,8.2,593
30.3,60.5,11.1,16.5,6.0,1.07,14.9,307
28.4,79.6,37.8,21.6,11.1,1.68,5.6,655
30.4,46.7,25.4,17.3,7.8,0.91,11.7,365
25.4,45.4,9.7,26.4,7.4,1.02,13.8,558
35.2,85.5,12.4,30.8,12.2,1.91,6.9,318
38.7,67.0,41.4,46.9,21.7,2.24,5.7,520
29.6,68.9,7.6,26.5,4.1,1.5,9.9,398
26.8,67.2,17.1,25.1,6.7,0.99,11.9,547
24.6,42.1,10.3,23.4,9.1,0.83,11.5,545
34.7,94.5,31.9,39.8,20.2,1.58,4.4,424
23.9,56.6,53.1,16.5,7.1,1.13,10.8,520
32.9,102.4,41.3,26.6,15.7,1.86,5.4,394
22.5,68.9,8.4,12.8,4.8,1.08,10.5,447
35.0,56.0,27.1,32.7,11.5,1.62,5.8,452
28.8,76.6,135.5,32.0,10.0,2.02,5.0,566
24.7,78.9,66.2,28.5,6.3,1.33,7.2,454
31.7,52.1,30.1,15.3,6.0,0.91,13.8,418
27.0,50.8,5.5,12.4,1.1,1.01,10.2,612
26.6,38.3,14.7,20.3,5.2,1.07,11.4,375
27.5,83.2,16.6,24.2,10.1,1.63,9.3,566
36.6,75.5,41.3,32.1,9.4,1.95,4.4,543
25.9,78.4,33.5,26.0,4.3,1.03,11.2,360
30.5,74.7,22.8,26.3,9.9,1.61,7.9,441
28.8,59.9,23.5,34.5,23.5,1.63,8.7,446
23.8,79.7,27.5,30.4,9.9,1.85,3.6,568
35.0,53.1,41.7,25.0,11.0,1.85,6.3,573
24.7,49.4,14.8,15.7,6.5,1.2,10.2,194
33.8,86.2,12.2,31.1,3.2,2.06,3.7,618
24.7,51.4,9.4,14.6,4.3,0.85,11.6,215
34.1,97.9,76.8,31.6,16.4,2.15,6.6,513
31.1,68.6,43.0,22.2,14.1,2.06,3.9,417
29.0,74.0,15.0,22.3,10.5,1.72,10.2,703
30.3,68.2,16.0,29.5,4.0,1.49,5.3,645
33.1,77.3,31.9,42.9,11.7,2.11,4.1,672
20.2,47.0,16.1,12.3,1.7,1.14,12.3,215
33.7,108.8,66.0,34.5,20.1,2.29,4.6,897
34.5,80.8,18.6,32.1,18.4,2.37,6.4,763
33.7,81.3,16.9,26.0,8.5,1.31,8.7,676
24.3,77.2,8.5,15.1,5.1,1.22,10.1,385
27.0,46.5,14.0,20.7,5.5,1.02,15.4,496
32.5,89.5,56.8,31.3,18.7,1.86,8.1,630
21.7,53.2,15.2,25.4,6.7,1.02,16.2,301
31.5,71.1,35.1,39.2,10.9,2.11,10.5,562
21.7,65.6,7.4,10.1,5.4,0.91,14.6,302
45.8,124.7,42.9,40.7,44.9,2.01,4.9,829
44.9,105.8,47.4,39.9,26.7,2.36,4.0,878
39.4,55.7,11.4,33.1,10.3,1.27,6.2,416
38.1,73.2,85.4,33.0,20.4,2.49,5.7,727
27.8,96.1,31.9,39.5,0.7,1.99,4.5,614
30.9,73.7,10.2,32.5,2.3,1.83,6.9,653
26.5,69.5,11.9,24.9,5.0,0.98,13.8,304
24.8,57.8,10.5,15.3,4.6,1.05,12.4,430
17.8,84.3,23.0,27.7,7.9,1.35,7.5,315
24.5,40.6,4.1,25.4,4.2,1.02,11.7,494
27.0,66.2,9.7,13.4,4.6,1.0,13.3,299
40.1,65.7,31.1,32.8,20.5,2.14,4.5,637
34.3,78.8,14.6,34.4,9.2,1.79,4.3,681
34.1,79.9,48.9,41.9,20.4,2.03,4.8,515
40.4,92.4,112.9,42.2,26.4,2.32,3.7,633
26.9,58.8,8.1,18.4,4.5,1.01,11.2,245
31.6,67.0,22.0,31.4,1.7,1.3,5.4,513
37.5,87.0,58.7,43.7,21.8,1.79,8.2,484
27.8,64.2,17.2,18.8,5.2,1.0,14.1,323
25.0,87.2,6.4,32.9,9.4,1.57,5.9,662
23.2,67.2,14.3,25.1,14.3,1.57,5.4,456
26.6,74.1,9.8,17.3,4.5,1.1,10.0,362
24.4,48.1,29.7,11.1,12.7,0.97,10.6,572
24.1,43.5,5.1,13.8,5.2,0.91,11.8,399
23.8,62.8,40.5,29.6,3.6,1.74,6.5,417
35.6,95.8,62.5,27.7,14.8,2.2,5.8,423
28.0,65.1,5.2,18.7,7.9,0.9,10.7,458
19.7,77.9,10.5,16.9,5.1,0.68,13.5,538
27.0,46.9,38.5,20.6,2.7,0.91,11.1,263
26.8,60.7,33.8,26.2,3.6,0.93,11.9,411
25.2,71.5,9.0,11.3,5.6,0.88,10.0,393
30.3,80.4,31.4,18.3,4.4,1.48,9.2,405
33.2,66.6,8.7,33.6,2.4,1.79,5.6,535
25.6,68.2,21.8,27.9,9.9,1.6,5.2,579
29.8,54.4,11.2,15.0,7.4,0.75,10.5,365
24.8,80.3,14.0,12.2,4.8,0.9,11.1,277
35.5,62.6,75.9,20.5,9.3,1.58,5.5,405
26.8,39.3,12.5,20.9,5.7,1.0,10.6,494
29.9,48.7,18.6,16.7,5.8,1.1,13.6,471
23.8,48.8,25.8,26.2,5.6,0.83,10.4,403
34.8,88.5,26.4,34.0,8.4,1.7,5.5,577
34.9,57.0,23.2,21.0,5.3,1.59,8.1,612
20.3,77.6,19.5,18.0,6.1,0.89,14.2,308
35.4,120.5,61.2,49.3,24.2,2.36,5.2,662
25.1,71.1,11.3,17.9,4.8,1.0,13.4,283
30.4,59.1,14.9,28.9,12.3,1.67,5.6,487
45.4,82.6,29.4,41.6,14.1,2.29,5.1,841
26.7,77.8,10.4,20.8,6.4,1.05,15.3,294
21.5,45.8,11.2,23.2,2.4,1.12,10.4,585
30.8,62.2,37.1,29.1,17.0,1.91,4.4,629
27.8,72.7,16.5,16.8,7.2,1.13,11.6,589
29.8,84.3,14.0,34.6,14.2,1.61,5.4,506
24.0,46.1,2.2,15.1,6.8,1.13,10.8,465
30.2,91.2,13.6,25.8,10.8,1.54,7.3,685
19.6,60.0,7.0,22.7,4.8,1.01,11.8,594
37.8,103.0,75.1,31.9,16.6,2.0,4.5,626
23.7,73.8,4.2,11.1,4.1,0.97,14.5,447
29.5,77.2,44.4,26.3,23.1,1.68,7.7,586
32.7,71.4,91.2,34.2,24.8,2.28,5.1,599
32.2,66.6,19.7,23.5,13.2,1.08,5.6,382
22.1,64.6,17.7,15.6,4.9,0.99,10.5,468
29.2,77.7,36.1,37.1,17.9,2.24,6.6,571
33.4,59.9,41.0,25.4,10.8,1.64,7.0,406
29.8,91.3,10.8,34.6,14.0,1.09,7.0,649
26.8,50.9,25.3,21.3,3.2,0.98,11.5,346
22.3,68.9,14.7,17.2,3.5,0.97,10.8,373
30.9,46.6,13.6,14.3,1.8,0.98,10.4,218
42.2,123.0,79.4,42.9,27.3,1.82,3.1,867
34.4,72.7,39.6,29.3,14.9,1.51,9.0,439
36.0,51.6,82.8,30.5,18.0,1.98,5.3,784
42.2,87.6,115.6,42.7,18.7,2.59,6.7,707
30.8,60.9,20.6,36.1,11.2,2.13,4.0,627
27.9,82.5,24.2,29.0,9.4,1.78,5.6,349
30.9,60.3,68.7,22.8,10.5,1.4,7.4,426
29.5,83.3,107.5,25.3,29.0,2.41,5.2,401
22.1,46.7,6.3,26.0,3.1,0.98,10.0,469
31.1,59.2,46.1,32.8,10.5,1.48,6.5,450
29.9,86.3,19.9,21.0,7.9,1.44,9.1,487
26.5,59.9,98.0,25.4,-0.5,0.92,11.6,485
22.4,52.4,11.1,19.1,6.3,0.83,10.3,339
33.3,64.4,33.1,25.1,10.6,1.39,5.9,511
25.5,73.0,16.3,11.2,3.0,1.06,11.4,494
22.5,73.5,16.2,18.7,3.8,1.12,15.4,444
26.6,67.8,12.1,28.3,4.1,1.01,11.9,551
31.5,50.3,14.8,20.3,12.9,1.61,9.0,677
24.3,74.5,8.1,26.0,7.9,1.09,12.8,329
21.0,94.3,55.3,33.5,13.6,1.52,4.1,722
24.6,82.8,19.8,28.7,19.1,2.02,8.0,710
32.0,50.1,41.3,22.5,15.1,1.62,8.6,660
21.9,68.5,22.2,11.8,5.3,1.02,11.7,582
44.9,103.0,28.8,50.1,35.0,2.54,3.9,821
24.5,65.2,28.4,22.0,3.8,0.96,11.7,217
20.9,68.0,8.8,21.9,4.1,1.08,10.5,538
24.3,49.0,21.3,21.8,5.4,0.96,11.8,441
33.3,64.4,66.2,26.1,8.1,1.41,6.3,584
42.1,87.0,97.7,42.5,5.3,2.18,11.6,712
27.1,66.8,15.6,16.1,5.7,0.98,11.1,346
26.8,50.0,7.4,21.0,8.1,1.02,10.4,606
23.0,66.7,12.3,16.8,4.8,1.08,10.4,316
20.3,75.5,14.6,14.7,4.6,0.99,16.3,297
24.7,79.4,47.9,21.0,9.9,1.67,10.3,549
22.3,78.8,26.0,26.1,5.5,0.82,10.7,214
29.2,89.5,83.9,19.8,14.6,1.16,7.3,618
26.0,49.6,43.0,15.1,6.2,1.15,10.2,469
29.4,50.2,13.4,23.4,7.9,1.64,19.4,448
18.6,66.2,11.5,15.9,4.7,1.13,12.1,448
23.3,57.5,114.3,27.7,26.6,2.15,5.1,494
40.5,87.4,66.7,39.0,9.2,1.83,3.3,680
35.4,85.1,25.0,25.3,6.5,1.56,5.3,425
47.3,75.6,92.0,36.3,17.4,1.76,5.0,503
41.4,74.4,38.8,28.9,21.3,2.18,4.2,778
37.0,61.2,56.1,21.1,5.7,1.76,9.8,465
27.8,64.8,13.3,25.1,4.7,0.99,10.4,223
23.3,42.6,10.6,23.7,5.2,1.14,13.4,292
31.6,60.9,35.8,17.9,11.0,1.34,7.9,458
26.8,55.4,7.3,22.8,5.3,1.1,16.7,313
32.5,55.8,13.5,34.3,9.7,1.84,6.0,325
20.6,80.6,5.1,22.0,4.6,1.49,7.6,647
29.5,69.1,35.4,43.3,15.5,1.62,7.0,711
32.4,64.3,74.1,14.2,9.7,1.41,5.5,489
22.2,57.7,12.5,24.5,7.8,1.11,12.6,352
31.4,93.4,27.1,19.2,16.0,1.77,8.7,383
34.8,78.3,56.3,41.7,8.0,1.32,5.7,738
35.2,79.8,18.6,37.1,8.2,1.42,9.6,510
32.3,69.0,13.5,23.9,9.9,1.39,5.8,461
19.9,77.8,28.0,23.1,5.8,0.9,13.2,457
22.7,53.9,12.7,23.5,7.1,1.2,10.3,487
36.0,70.0,14.1,37.2,21.4,2.18,5.4,495
25.8,46.9,14.2,17.0,10.1,1.01,10.6,360
25.2,75.4,14.2,30.4,2.9,1.46,6.0,536
26.7,53.8,21.8,25.3,7.7,1.59,6.4,295
25.0,38.6,25.2,14.0,4.8,1.12,11.9,499
27.0,86.2,50.4,30.1,21.9,1.99,9.8,581
22.0,47.7,6.0,16.3,7.0,0.9,13.9,379
29.9,56.3,16.1,13.0,3.3,0.99,10.2,519
28.8,66.7,10.6,16.4,5.1,1.25,13.3,460
25.8,89.6,6.3,18.1,10.7,1.59,7.9,467
34.6,80.3,29.2,31.5,7.4,1.28,9.5,326
31.7,70.0,19.9,24.7,9.8,1.35,6.7,438
30.9,94.4,67.1,31.4,23.3,1.75,4.3,779
38.0,70.0,132.1,23.3,21.9,2.28,8.1,616
34.9,59.2,41.2,25.3,16.4,1.55,7.2,570
25.9,71.3,4.7,13.3,3.9,1.09,15.4,229
23.9,61.4,40.3,37.0,11.3,1.56,6.9,559
22.6,54.6,25.1,14.1,4.0,1.04,16.1,429
24.8,73.6,13.4,22.1,3.7,1.16,10.4,450
25.4,83.8,27.7,22.3,11.3,1.3,16.0,388
30.1,81.5,96.1,22.1,6.0,1.44,5.7,579
35.7,82.0,57.9,25.3,13.6,2.14,7.7,614
31.7,47.3,6.9,11.5,5.5,1.18,15.7,451
31.6,76.0,12.5,19.3,6.5,1.56,5.8,317
27.6,84.1,12.4,26.5,13.1,1.55,7.4,668
37.8,84.0,21.3,27.1,19.9,1.8,4.0,688
24.3,79.5,12.6,26.5,5.7,1.01,12.5,280
41.9,75.9,26.2,41.2,34.1,3.04,7.0,543
27.1,81.7,19.8,19.1,5.5,0.92,11.9,242
25.7,50.4,14.9,33.6,10.5,1.44,7.7,600
30.2,72.3,22.2,29.8,10.1,1.74,9.7,555
42.2,66.0,51.4,48.0,12.8,2.54,3.6,709
23.0,65.6,8.2,23.8,5.8,1.08,10.5,285
26.1,78.1,11.5,13.0,5.3,0.88,15.8,585
32.5,97.5,99.1,54.5,26.1,1.82,2.7,555
18.5,71.0,20.4,19.4,5.2,0.89,12.0,550
27.0,45.8,6.0,13.0,6.9,0.92,10.9,233
38.3,58.4,92.8,31.4,10.0,1.66,5.6,527
20.0,51.3,2.5,14.2,7.1,0.84,10.1,227
27.6,62.4,26.1,18.3,18.6,1.54,5.5,475
30.5,54.0,14.5,29.0,7.9,1.54,5.8,391
33.8,64.8,21.7,21.3,8.3,1.5,5.2,593
36.8,100.2,14.2,40.2,32.5,3.02,2.9,489
33.6,68.8,42.3,55.8,9.4,2.42,4.4,663
32.8,62.4,42.7,32.9,25.0,2.29,6.2,415
27.8,79.0,89.7,30.3,6.2,1.81,5.2,432
38.9,66.7,54.0,26.6,16.7,2.39,5.3,758
24.8,46.4,5.7,15.7,4.7,0.98,10.5,523
45.4,104.0,22.8,36.7,24.0,2.5,10.5,467
22.8,66.7,34.5,29.1,7.5,1.74,5.3,346
20.4,65.1,9.0,10.8,4.1,0.83,11.2,586
25.4,71.8,11.8,21.3,10.2,1.33,7.2,506
31.9,69.0,103.6,25.8,12.5,1.65,5.2,621
22.4,54.5,4.6,20.6,7.5,0.74,11.4,326
46.3,76.9,124.5,42.4,40.5,2.4,3.5,789
40.0,63.6,114.7,49.1,15.5,2.53,2.9,767
26.0,68.3,13.9,11.7,2.7,0.99,12.3,307
34.0,75.2,57.2,45.5,15.4,3.34,6.3,601
23.4,72.5,19.8,18.6,4.4,1.01,18.2,578
22.5,68.2,11.3,20.6,6.1,0.95,10.8,530
29.0,100.2,85.0,26.5,17.0,1.95,4.9,641
38.5,95.4,92.3,46.0,15.7,2.63,4.1,654
23.4,86.5,21.3,21.1,20.9,2.44,6.3,505
24.2,46.4,7.6,20.9,3.6,1.04,10.9,365
27.9,65.4,96.5,35.9,11.4,1.99,8.2,718
21.8,77.8,9.1,15.5,8.4,0.98,11.5,273
21.9,65.2,2.0,15.4,4.4,0.81,12.7,216
19.4,62.0,20.1,15.0,5.5,1.11,13.6,475
30.8,85.5,44.4,31.0,8.1,2.25,4.0,770
26.4,45.0,6.3,20.5,4.4,0.96,10.2,225
39.3,59.3,14.2,22.5,18.6,2.12,4.4,775
24.6,84.2,22.1,36.4,11.7,1.36,7.9,329
27.4,73.6,64.0,35.3,14.7,1.87,8.7,769
31.2,62.3,39.3,22.0,10.1,1.51,5.2,571
30.9,89.0,30.9,37.3,6.8,2.21,4.4,660
29.3,50.0,36.7,33.8,8.5,1.46,5.3,642
23.9,66.7,16.9,21.8,7.8,1.07,10.4,413
30.4,80.0,29.5,32.8,2.5,1.66,5.2,459
23.9,62.9,17.3,17.4,4.5,0.93,13.6,494
34.4,90.0,16.4,14.6,12.6,1.71,6.8,488
34.7,80.3,10.9,17.2,8.8,1.56,5.2,324
24.2,41.9,6.5,17.9,6.8,0.88,10.1,500
26.3,50.3,8.4,16.8,2.9,0.98,11.1,603
28.9,44.2,10.9,19.7,4.5,1.03,18.0,333
24.6,62.9,2.6,29.2,4.8,0.99,11.2,387
29.4,54.3,15.5,29.3,8.6,1.49,10.6,405
29.0,83.5,44.4,27.0,-2.8,1.49,5.7,538
31.0,66.7,19.3,29.4,14.0,1.44,5.4,633
29.4,52.2,18.6,21.1,3.5,1.02,10.3,413
47.5,84.9,65.9,39.4,17.8,2.57,5.2,557
44.3,87.7,22.3,37.2,18.2,2.75,4.4,471
26.2,46.4,40.9,26.1,7.2,1.13,12.5,358
22.6,59.2,37.0,14.6,2.0,1.01,11.7,284
22.6,46.8,22.9,28.3,8.7,1.03,10.9,518
31.5,70.3,38.8,21.8,6.3,1.95,6.3,707
22.7,80.1,14.0,20.6,11.9,1.51,5.0,376
29.2,70.2,14.3,21.9,3.8,1.03,11.1,262
33.6,99.4,72.4,29.6,10.8,1.68,5.0,581
31.1,64.9,11.2,21.3,7.9,1.02,11.5,233
33.7,83.7,18.9,36.0,15.0,2.56,4.6,679
24.1,60.2,12.2,30.8,17.6,1.44,8.0,353
23.7,56.0,11.1,26.0,9.9,1.2,7.1,331
26.6,64.1,11.3,26.8,3.7,0.95,11.1,550
31.9,68.4,18.9,33.0,11.4,1.68,5.7,476
35.1,69.2,30.3,35.3,27.6,2.07,4.9,724
30.6,58.5,31.9,27.1,9.3,1.54,5.4,405
30.8,83.8,1.3,32.5,5.1,1.53,5.7,601
24.4,66.9,11.3,22.3,0.0,1.14,10.6,230
27.9,59.3,56.0,27.0,6.7,1.4,6.7,633
22.3,53.5,7.7,16.1,3.8,1.1,10.0,263
25.8,53.0,20.4,13.2,5.7,0.82,11.1,259
24.9,46.1,10.4,16.9,4.1,0.94,11.9,242
48.8,92.0,24.9,38.2,16.9,2.84,3.7,664
29.0,80.3,11.2,19.0,4.6,1.01,10.1,538
20.8,62.7,25.8,19.5,5.8,1.11,10.4,458
35.5,109.1,94.8,34.2,21.5,2.42,2.5,870
35.4,75.0,18.8,24.0,13.6,1.5,6.2,390
28.0,50.9,6.3,23.0,5.3,0.87,13.2,381
26.5,59.3,10.5,12.4,3.6,0.83,10.1,386
38.4,66.0,85.4,40.9,17.1,1.96,3.6,694
32.6,79.6,51.4,14.1,13.3,1.55,7.5,633
17.5,51.6,22.3,18.4,16.8,1.56,10.7,284
25.0,59.9,5.4,22.6,5.0,1.15,18.4,509
26.7,77.3,33.3,24.1,2.5,1.12,10.3,501
34.7,74.0,23.7,40.4,17.1,2.49,5.2,523
21.4,52.4,7.4,21.1,5.9,0.94,11.4,200
31.0,89.4,17.3,31.3,3.3,2.01,5.9,435
44.4,102.1,54.7,55.5,25.5,1.79,3.0,772
24.9,54.3,56.5,30.3,12.3,1.6,5.2,351
28.5,66.5,52.4,23.2,9.6,1.63,7.9,463
39.5,98.6,104.7,31.7,11.5,2.31,6.2,713
24.1,52.5,9.5,22.3,3.5,0.82,11.5,511
29.5,58.6,17.5,32.6,17.0,1.19,5.0,311
25.6,64.6,67.9,28.0,6.9,1.6,9.4,334
37.7,78.2,25.8,17.9,9.3,1.97,6.0,697
39.8,108.4,39.3,32.2,21.5,2.03,3.0,572
28.0,71.0,28.4,19.4,6.0,1.07,11.1,233
26.0,74.8,16.3,12.3,8.5,1.02,10.9,345
26.9,60.6,6.4,20.5,7.6,0.92,11.6,267
19.2,50.8,11.7,23.3,4.7,1.04,10.1,392
32.5,75.0,61.0,29.6,9.7,1.7,5.8,455
26.4,53.4,33.9,17.2,9.9,1.29,7.5,392
33.5,82.9,45.6,37.1,20.9,1.72,4.7,591
37.0,59.3,31.3,25.3,8.6,1.22,7.5,430
36.6,113.1,167.3,41.8,11.7,2.43,2.7,644
40.4,71.5,46.8,43.9,18.1,2.13,5.3,790
29.8,44.0,31.6,23.9,2.6,0.99,18.6,322
40.0,94.4,48.1,41.2,11.4,2.6,5.8,860
26.0,86.8,95.8,24.8,3.9,1.23,5.4,481
35.6,64.8,30.3,32.2,1.1,1.65,5.9,640
27.4,79.4,11.9,35.5,17.6,2.47,3.5,831
29.0,57.3,9.2,17.7,4.7,0.89,10.2,600
24.4,39.0,8.9,26.7,5.9,0.86,10.2,317
25.3,47.4,84.8,22.4,8.2,1.59,13.2,587
32.9,47.7,14.7,32.1,12.8,1.49,6.1,469
28.3,51.1,75.6,32.3,16.4,1.57,7.6,648
31.4,51.5,15.4,22.0,11.4,1.29,6.8,370
26.7,72.4,16.3,18.9,11.7,1.45,12.0,527
26.5,54.9,3.5,12.6,6.1,1.01,14.5,368
22.4,46.5,7.2,21.5,5.2,1.07,11.6,363
36.8,89.3,17.3,29.2,14.7,1.62,7.0,422
